q01,q02,q03,q04,q05,q06,q06a,q07,q07a,q07b,q08,q09,q10,q11,q12,q13,q14
a,a,a,e,g,d,NA,b,NA,NA,a,b,f,b,e,a,a
a,a,a,d,c,d,NA,a,d,c,b,a,m,b,c,d,e
a,a,a,d,e,d,b,a,d,a,b,a,NA,a,e,b,a
a,a,a,a,e,d,b,b,NA,NA,b,a,f,b,e,a,e
a,a,a,d,c,d,NA,b,NA,NA,b,a,f,a,c,b,f
a,a,a,a,a,d,NA,a,d,a,b,a,f,b,f,a,a
a,a,a,d,c,c,b,a,c,d,a,a,f,a,e,b,c
a,a,a,a,i,d,b,b,NA,NA,a,a,f,a,e,c,a
a,a,a,b,e,d,NA,a,d,d,a,b,f,a,f,b,c
a,a,a,d,c,d,a,a,b,d,a,a,t,a,f,a,b
a,a,a,b,e,d,c,b,NA,NA,a,b,d,a,c,c,b
a,a,a,d,c,d,d,d,b,NA,a,a,f,b,d,d,b
a,a,a,d,c,d,b,b,NA,NA,a,a,f,a,f,b,a
a,a,a,e,c,d,NA,b,NA,NA,a,a,f,a,f,b,f
a,a,a,e,i,NA,NA,a,d,c,b,a,f,a,e,d,a
a,a,a,d,c,d,c,a,c,c,b,a,NA,b,e,b,e
a,a,a,a,c,d,b,a,c,a,b,a,f,a,e,b,a
a,a,a,a,c,NA,NA,a,a,c,b,a,f,a,e,b,a
a,a,a,a,c,NA,NA,a,c,c,b,a,f,b,e,c,a
a,a,a,d,c,NA,NA,a,a,c,b,a,j,a,e,d,b
a,a,a,a,d,NA,NA,a,a,c,b,a,f,a,e,d,f
a,a,a,e,e,a,a,a,a,a,a,b,NA,b,e,b,b
a,a,a,a,c,d,a,a,c,a,a,b,f,b,d,b,b
a,a,a,d,i,d,a,a,c,a,a,b,f,b,e,c,b
a,a,a,d,c,c,d,a,a,a,NA,NA,b,a,d,b,a
a,a,a,d,e,d,a,a,c,a,a,a,f,a,e,b,g
a,a,a,b,i,c,c,b,NA,NA,b,a,f,b,d,d,b
a,a,a,d,c,d,c,a,a,a,a,a,b,b,d,c,f
a,a,a,d,f,c,b,b,NA,NA,b,a,j,a,c,b,f
a,a,a,d,c,d,NA,NA,NA,NA,a,a,f,b,c,b,d
a,a,a,d,c,d,b,a,c,a,b,a,f,b,e,c,b
a,a,a,d,c,d,b,a,c,a,b,a,f,b,e,c,f
a,a,a,d,c,c,b,a,c,c,a,b,b,b,d,b,NA
a,a,a,e,f,d,NA,b,NA,NA,b,a,f,b,c,d,d
a,a,a,e,g,d,NA,b,NA,NA,b,a,j,b,c,b,f
a,a,a,a,d,d,d,a,d,a,a,a,f,b,e,c,a
a,a,a,a,e,d,NA,a,b,d,b,a,j,b,e,d,a
a,a,a,d,d,d,NA,a,b,a,b,a,f,b,c,d,b
a,a,a,a,d,d,d,a,d,a,a,a,f,b,e,c,a
a,a,a,d,d,d,NA,a,b,a,b,a,f,b,c,d,b
a,a,a,d,c,a,a,b,NA,NA,b,a,m,b,e,b,f
a,a,a,a,b,c,b,a,d,d,b,a,NA,a,c,d,b
a,a,a,a,c,a,b,a,b,c,a,a,f,a,e,b,f
a,a,a,a,c,d,NA,a,a,d,b,b,f,b,d,b,f
a,a,a,a,c,d,NA,a,c,a,b,a,f,b,e,b,e
a,a,a,b,c,d,NA,a,d,a,b,a,f,a,e,c,b
a,a,a,b,e,NA,NA,a,d,a,a,b,f,a,f,b,c
a,a,a,a,e,d,b,b,NA,NA,b,a,m,a,d,a,e
a,a,a,b,c,d,a,b,NA,NA,b,a,f,b,d,b,b
a,a,a,d,c,d,b,b,NA,NA,b,a,f,b,e,b,b
a,a,a,b,i,d,b,b,NA,NA,b,a,NA,a,e,c,b
a,a,a,b,d,d,a,b,NA,NA,a,a,f,b,d,c,f
a,a,a,a,i,d,NA,b,NA,NA,a,a,j,a,d,b,a
a,a,a,b,f,d,NA,b,NA,NA,b,a,NA,b,d,c,f
a,a,a,a,c,d,d,a,b,d,a,a,e,b,e,b,b
a,a,a,e,c,d,b,a,d,c,b,a,g,b,d,b,g
a,a,a,a,d,d,NA,b,NA,NA,b,a,j,a,b,d,f
a,a,a,d,d,d,NA,a,d,a,a,a,f,a,b,b,d
a,a,a,a,i,d,NA,b,NA,NA,a,a,j,a,d,b,a
a,a,a,d,e,d,d,b,NA,NA,b,a,f,b,d,b,f
a,a,a,d,f,c,a,a,c,a,a,a,j,b,e,c,c
a,a,a,a,i,d,b,b,NA,NA,a,a,j,a,e,c,f
a,a,a,e,c,b,b,b,NA,NA,b,b,k,a,d,c,d
a,a,a,d,h,c,d,a,c,d,a,a,g,a,d,b,g
a,a,a,a,c,d,c,b,NA,NA,a,a,k,b,d,c,f
a,a,a,b,d,b,b,b,NA,NA,a,b,f,b,c,c,c
a,a,a,a,c,d,b,a,d,a,a,a,NA,a,e,c,f
a,a,a,c,d,c,c,b,NA,NA,a,a,h,a,d,a,a
a,a,a,b,i,d,c,a,a,a,a,a,k,a,e,b,c
a,a,a,e,h,c,b,NA,NA,NA,b,b,k,a,a,a,d
a,a,a,a,d,a,c,a,b,a,a,b,b,a,e,a,d
a,a,a,a,c,a,a,b,NA,NA,a,b,f,b,e,a,f
a,a,a,b,c,a,b,b,NA,NA,a,b,f,b,e,a,a
a,a,a,b,g,d,NA,a,b,c,a,a,f,a,d,a,d
a,a,a,d,c,a,c,b,NA,NA,a,a,f,a,e,d,d
a,a,a,d,g,c,c,a,b,c,a,b,b,b,d,a,b
a,a,a,e,c,b,a,a,a,d,a,b,f,b,e,b,c
a,a,a,d,d,d,NA,b,NA,NA,a,a,NA,b,e,b,a
a,a,a,e,e,d,NA,b,NA,NA,a,a,f,a,f,d,f
a,a,a,e,c,d,b,NA,NA,b,a,NA,b,NA,d,d,b
a,a,a,e,d,d,b,b,NA,d,a,a,f,b,d,c,b
a,a,a,e,g,d,a,b,NA,NA,b,a,NA,a,e,d,a
a,a,a,d,c,d,a,b,NA,NA,b,a,NA,b,e,b,f
a,a,a,d,c,d,NA,b,NA,NA,b,a,NA,a,e,a,c
a,a,a,b,f,d,NA,b,d,NA,b,a,f,b,f,c,f
a,a,a,c,c,d,NA,b,NA,NA,a,a,f,b,e,d,f
a,a,a,a,a,d,a,b,NA,NA,a,a,g,b,e,d,b
a,a,a,c,i,d,NA,a,d,d,a,b,f,b,b,c,f
a,a,a,d,c,d,NA,a,d,c,a,a,f,a,d,b,b
a,a,a,a,d,d,NA,a,d,d,b,a,t,b,e,b,e
a,a,a,d,e,d,NA,b,NA,NA,b,a,NA,b,e,b,b
a,a,a,d,c,d,b,a,d,d,b,a,f,b,d,b,f
a,a,a,d,d,d,a,b,NA,NA,a,a,f,b,c,b,c
a,a,a,d,c,a,c,b,NA,NA,a,b,b,a,f,a,a
a,a,a,b,i,d,c,a,c,a,a,a,s,a,d,d,b
a,a,a,d,d,d,a,a,c,c,a,a,f,b,c,b,c
a,a,a,d,c,a,c,b,NA,NA,a,b,b,a,f,a,a
a,a,a,b,i,d,c,a,c,a,a,a,s,a,d,d,b
a,a,a,d,d,d,a,a,c,d,a,a,f,b,c,b,c
a,a,a,c,i,d,NA,a,d,d,a,b,f,b,b,c,f
a,a,a,b,i,d,c,a,c,a,a,a,s,a,d,d,b
a,a,b,e,f,d,d,b,NA,NA,a,a,NA,b,e,d,e
a,a,b,a,c,d,b,b,NA,NA,b,a,f,b,d,d,a
a,a,b,a,f,d,NA,b,NA,NA,a,a,NA,b,d,d,f
a,a,b,a,d,d,d,a,c,c,b,a,d,b,c,c,f
a,a,b,a,e,d,b,b,NA,NA,b,a,f,b,e,b,a
a,a,b,d,a,d,b,b,NA,NA,b,a,f,a,e,d,a
a,a,b,d,d,d,d,b,NA,NA,a,a,k,b,e,b,b
a,a,b,e,c,d,NA,a,d,a,b,a,f,a,e,b,f
a,a,b,e,a,d,b,b,NA,NA,a,b,f,a,e,c,a
a,a,b,a,f,a,a,b,NA,NA,a,a,f,b,e,b,f
a,a,b,d,c,d,d,b,NA,NA,a,a,NA,b,d,b,b
a,a,b,d,e,c,a,a,d,a,b,a,NA,a,e,b,e
a,a,b,d,c,d,NA,a,c,d,a,a,f,b,c,b,a
a,a,b,a,d,d,c,a,d,a,b,a,f,b,f,b,f
a,a,b,d,c,d,b,b,NA,NA,a,a,NA,a,e,a,c
a,a,b,a,d,NA,NA,a,b,c,b,a,f,b,e,d,b
a,a,b,a,i,c,c,b,NA,NA,a,a,c,b,d,d,b
a,a,b,d,h,d,b,a,d,a,b,a,f,a,c,c,e
a,a,b,d,i,d,c,a,d,d,a,a,f,b,d,d,d
a,a,b,d,c,d,NA,a,c,a,b,a,j,a,d,d,f
a,a,b,a,d,d,b,a,d,a,b,a,f,a,e,c,f
a,a,b,d,c,d,c,b,NA,NA,a,a,f,b,e,b,e
a,a,b,a,c,d,NA,a,d,NA,a,a,f,b,e,b,f
a,a,b,a,a,d,NA,b,NA,NA,b,a,f,a,e,d,f
a,a,b,e,f,d,NA,b,NA,NA,a,a,t,a,e,d,a
a,a,b,d,e,d,NA,b,NA,NA,b,a,f,b,e,b,b
a,a,b,a,a,d,NA,a,a,a,a,b,e,a,c,c,e
a,a,b,b,e,d,NA,a,a,a,a,b,e,b,c,b,b
a,a,b,a,a,d,NA,a,a,a,a,b,e,a,c,c,e
a,a,b,d,e,d,NA,b,NA,NA,b,a,f,b,e,b,b
a,a,b,e,f,d,NA,b,NA,NA,a,a,t,a,e,d,a
a,a,b,b,e,d,NA,a,a,a,a,b,e,b,c,b,b
a,a,b,d,e,d,NA,b,NA,NA,b,a,f,b,e,b,b
a,a,b,e,d,d,c,b,NA,NA,b,a,m,b,c,d,a
a,a,b,e,f,d,NA,b,NA,NA,a,a,m,a,e,d,a
a,a,b,a,a,d,NA,a,a,a,a,b,e,a,c,c,e
a,a,b,b,e,d,NA,a,a,a,a,b,e,b,c,b,b
a,a,b,b,e,d,NA,a,a,a,a,b,e,b,c,b,b
a,a,b,b,g,b,b,b,NA,NA,a,a,c,b,c,d,e
a,a,b,b,h,c,c,a,b,a,a,b,f,b,c,d,c
a,a,b,a,d,d,NA,a,c,c,b,a,j,a,e,a,d
a,a,b,b,c,c,c,b,NA,NA,a,a,c,a,e,a,e
a,a,b,d,e,d,b,a,d,a,a,a,j,a,c,a,e
a,a,b,d,d,c,d,a,c,d,a,b,m,b,d,c,g
a,a,b,d,i,d,d,a,d,a,b,a,t,b,c,b,f
a,a,b,e,g,NA,NA,b,NA,NA,b,a,NA,b,NA,c,d
a,a,b,e,e,d,NA,a,d,a,b,a,NA,NA,e,d,a
a,a,b,c,a,a,c,a,c,c,a,a,f,b,e,d,c
a,a,b,d,e,d,c,a,c,a,a,a,f,a,c,b,a
a,a,b,a,d,d,NA,b,NA,NA,b,a,f,b,e,c,f
a,a,b,a,c,d,NA,b,NA,NA,b,b,f,b,b,c,a
a,a,b,a,e,a,a,b,NA,NA,b,a,f,b,c,c,g
a,a,b,e,d,d,NA,a,d,a,b,a,t,b,e,d,f
a,a,b,e,d,d,c,b,NA,NA,b,a,n,b,c,d,a
a,a,b,e,f,d,NA,b,NA,NA,a,a,m,a,e,d,a
a,a,b,a,a,d,NA,a,a,a,a,b,e,a,c,c,e
a,a,b,b,e,d,NA,a,a,a,a,b,e,b,c,b,b
a,a,b,a,e,d,NA,b,NA,NA,b,a,f,a,e,b,e
a,a,b,d,e,d,a,b,NA,NA,a,a,j,b,e,d,a
a,a,b,a,a,c,b,b,NA,NA,a,a,f,b,c,c,d
a,a,b,d,d,d,c,b,NA,NA,b,b,k,b,d,b,e
a,a,b,e,i,d,b,b,NA,NA,b,b,j,b,c,d,g
a,a,b,a,b,c,b,b,NA,NA,a,a,j,a,d,a,a
a,a,b,b,c,d,d,a,d,a,a,a,j,b,c,b,b
a,a,b,d,e,d,b,b,NA,NA,a,a,f,a,c,c,e
a,a,b,e,i,d,b,a,c,b,b,a,k,a,d,b,e
a,a,b,d,e,d,b,b,NA,NA,a,a,f,a,c,c,e
a,a,b,a,h,c,b,a,d,d,b,a,f,a,e,d,e
a,a,b,a,d,d,a,a,b,d,a,b,k,a,e,a,e
a,a,b,a,d,d,NA,a,d,a,a,b,f,b,e,d,e
a,a,b,a,d,d,NA,b,NA,NA,a,b,f,b,d,d,b
a,a,b,d,d,d,NA,b,NA,NA,b,a,f,b,c,c,b
a,a,b,e,c,d,c,b,NA,NA,b,a,f,b,d,d,b
a,a,b,c,e,d,d,b,NA,NA,a,a,f,a,e,c,f
a,a,b,e,e,d,c,a,c,a,a,a,k,NA,c,b,b
a,a,b,a,c,d,a,b,NA,NA,b,a,t,b,d,c,b
a,a,b,d,c,d,a,b,NA,NA,b,b,f,b,e,c,b
a,a,b,d,c,d,b,b,NA,NA,a,a,f,a,e,c,a
a,a,b,d,c,d,a,a,d,d,a,a,f,b,e,b,b
a,a,b,d,e,d,d,b,NA,NA,a,a,f,b,e,b,f
a,a,b,d,f,d,b,b,NA,NA,a,b,f,b,e,c,d
a,a,b,a,e,b,b,a,d,a,b,a,t,b,c,c,e
a,a,b,a,e,d,NA,b,NA,NA,b,a,f,b,e,d,a
a,a,b,e,c,d,NA,b,NA,NA,b,a,f,b,f,d,a
a,a,b,e,d,b,a,d,NA,b,a,NA,a,NA,c,NA,f
a,a,b,b,d,d,NA,b,NA,NA,a,b,NA,a,e,d,b
a,a,b,d,d,d,a,b,NA,NA,b,a,f,b,e,d,d
a,a,b,a,d,d,a,a,d,a,b,a,f,b,f,b,f
a,a,b,a,g,d,NA,b,d,d,a,a,f,b,d,d,f
a,a,b,c,g,d,d,a,c,b,a,b,a,NA,a,c,e
a,a,b,a,a,d,d,a,c,a,b,a,f,b,e,a,a
a,a,b,e,a,d,b,a,d,a,a,b,f,a,f,b,a
a,a,b,e,a,d,b,a,c,c,a,a,t,b,f,a,a
a,a,b,b,c,b,a,c,d,a,b,NA,b,NA,d,c,d
a,a,b,c,g,d,d,a,c,b,a,b,a,b,a,c,e
a,a,b,c,g,d,d,a,c,b,a,b,a,NA,a,c,e
a,a,b,a,a,d,d,a,c,a,b,a,f,b,e,a,a
a,a,b,e,a,d,b,a,d,a,a,b,f,a,f,b,a
a,a,b,e,a,d,b,a,c,c,a,a,t,b,f,a,a
a,a,b,b,c,b,a,c,d,a,b,NA,b,NA,d,c,d
a,a,b,c,g,d,d,a,c,b,a,b,a,b,a,c,e
a,a,b,c,g,d,d,a,c,b,a,b,a,NA,a,c,e
a,a,b,b,c,b,a,c,d,a,b,NA,b,NA,d,c,d
a,a,b,a,a,d,d,a,c,a,b,a,f,b,e,a,a
a,a,b,e,a,d,b,a,d,a,a,b,f,a,f,b,a
a,a,b,e,c,d,c,a,d,c,b,a,t,b,d,d,b
a,a,b,c,e,d,d,b,NA,NA,a,a,k,a,e,c,f
a,a,b,e,a,d,b,a,c,c,a,a,t,b,f,a,a
a,a,b,b,c,b,a,c,d,a,b,NA,b,NA,d,c,d
a,a,b,c,g,d,d,a,c,b,a,b,a,b,a,c,e
a,a,b,e,a,d,b,a,c,a,a,b,NA,b,a,c,a
a,a,NA,a,a,a,c,a,b,b,a,a,m,b,f,d,a
a,a,NA,b,e,c,b,a,b,a,a,b,f,NA,b,c,f
a,b,a,d,d,d,NA,b,NA,NA,a,a,j,a,b,b,f
a,b,a,d,c,d,b,a,d,c,b,a,f,b,c,d,a
a,b,a,d,c,d,b,b,NA,NA,a,a,f,b,d,b,d
a,b,a,d,c,c,a,a,b,d,b,a,j,b,c,d,e
a,b,a,a,f,d,c,a,a,c,a,a,NA,b,c,c,f
a,b,a,d,c,d,b,a,c,c,a,b,f,a,d,b,e
a,b,a,a,c,b,c,a,c,a,b,a,d,b,d,b,c
a,b,a,a,h,d,c,b,NA,NA,a,a,b,b,e,d,a
a,b,a,a,c,c,b,a,c,c,a,a,f,a,c,c,a
a,b,a,a,c,a,c,b,NA,NA,b,a,f,b,d,d,b
a,b,a,d,c,c,c,a,d,a,a,a,f,a,c,d,b
a,b,a,e,c,d,NA,a,d,a,a,a,j,a,d,d,f
a,b,a,b,i,d,NA,b,NA,NA,a,b,k,b,e,a,g
a,b,a,a,i,d,c,b,NA,NA,b,a,t,b,f,c,a
a,b,a,d,c,d,NA,b,NA,NA,a,b,j,b,c,d,f
a,b,a,a,e,b,c,b,NA,NA,b,a,k,b,e,c,f
a,b,a,d,c,d,a,a,b,a,a,b,k,b,e,b,b
a,b,a,a,a,d,NA,a,c,a,a,a,f,a,d,a,a
a,b,a,b,f,d,c,a,a,d,a,a,k,a,e,c,d
a,b,a,a,d,d,NA,b,NA,NA,a,a,a,b,c,d,b
a,b,a,a,d,d,b,b,NA,NA,a,a,f,b,e,b,b
a,b,a,d,c,c,b,a,b,c,b,a,j,b,e,d,b
a,b,a,d,e,c,b,a,c,a,b,a,f,b,e,d,b
a,b,a,d,c,c,b,a,b,c,b,a,j,b,e,d,b
a,b,a,a,d,d,b,b,NA,NA,a,a,f,b,e,b,b
a,b,a,a,d,d,NA,b,NA,NA,a,a,a,b,c,d,b
a,b,a,a,d,d,NA,b,NA,NA,a,a,a,b,c,d,b
a,b,a,e,c,b,b,a,c,a,a,b,e,a,a,b,b
a,b,a,d,a,a,d,b,NA,NA,b,b,m,b,f,d,g
a,b,a,e,b,b,b,b,NA,NA,a,b,i,a,d,c,a
a,b,a,b,c,d,NA,b,NA,NA,b,a,NA,b,e,d,b
a,b,a,e,d,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,a,a,c,c,NA,a,b,a,b,a,m,b,e,d,b
a,b,a,b,i,c,a,a,c,c,a,a,t,b,e,b,c
a,b,a,b,f,c,b,b,NA,NA,a,a,f,a,e,a,d
a,b,a,d,g,d,NA,b,NA,NA,a,a,j,b,d,b,e
a,b,a,a,e,c,b,a,d,a,a,a,c,b,d,c,c
a,b,a,e,i,c,c,b,NA,NA,a,a,j,a,d,b,d
a,b,a,a,e,c,b,a,c,a,b,a,c,a,c,d,e
a,b,a,e,g,d,b,a,d,d,a,a,m,a,e,d,b
a,b,a,a,c,d,NA,a,d,a,b,a,f,b,d,b,d
a,b,a,d,e,d,NA,a,b,d,a,a,f,b,c,b,f
a,b,a,b,c,c,c,a,a,d,a,a,NA,b,d,b,g
a,b,a,d,f,b,b,b,NA,NA,a,b,f,b,c,b,f
a,b,a,d,e,c,a,a,d,a,b,a,j,a,e,b,b
a,b,a,a,e,d,c,a,d,a,b,a,j,b,d,c,d
a,b,a,b,c,d,NA,b,NA,NA,a,a,f,b,d,b,b
a,b,a,d,c,d,d,a,d,a,a,b,j,b,e,d,d
a,b,a,e,c,d,c,a,c,a,a,a,f,b,d,d,a
a,b,a,d,c,d,b,a,d,a,a,b,k,a,c,b,f
a,b,a,e,d,d,a,b,NA,NA,b,a,f,b,e,d,d
a,b,a,d,c,d,NA,a,d,d,a,a,t,a,e,b,d
a,b,a,d,c,d,a,b,NA,a,a,a,f,b,d,c,f
a,b,a,e,c,d,NA,a,b,b,b,a,f,b,d,a,e
a,b,a,a,c,c,b,a,b,a,b,a,m,b,e,d,b
a,b,a,b,i,c,a,a,c,a,a,a,t,b,e,b,c
a,b,a,d,c,c,b,a,b,c,b,a,m,b,e,b,b
a,b,a,c,e,c,c,a,c,a,b,a,f,a,d,d,e
a,b,a,b,b,b,b,b,NA,NA,a,a,k,b,c,c,c
a,b,a,a,c,d,a,a,d,b,a,a,k,a,d,c,b
a,b,a,a,a,d,c,b,NA,NA,a,a,j,a,c,c,e
a,b,a,a,a,d,c,b,NA,NA,a,a,j,a,c,c,e
a,b,a,d,b,a,b,b,NA,NA,a,a,f,b,c,c,b
a,b,a,d,c,a,b,a,a,d,b,a,f,b,d,a,d
a,b,a,d,g,b,a,b,NA,NA,a,b,k,b,d,b,d
a,b,a,e,a,d,NA,a,a,a,a,a,f,b,e,c,g
a,b,a,e,c,c,b,a,c,b,a,b,g,a,c,NA,g
a,b,a,d,a,d,a,b,NA,NA,b,a,f,a,c,d,e
a,b,a,d,h,d,d,b,NA,a,a,b,f,b,c,c,d
a,b,a,d,i,a,b,a,d,c,a,b,f,a,c,b,c
a,b,a,d,c,a,c,b,NA,NA,b,a,g,a,e,b,g
a,b,a,d,h,d,d,b,NA,a,a,b,f,b,c,c,d
a,b,a,d,i,a,b,a,d,c,a,b,f,a,c,b,c
a,b,a,d,h,d,d,a,d,a,a,b,f,b,c,c,d
a,b,a,d,i,a,b,a,d,c,a,b,f,a,c,b,c
a,b,a,d,c,a,c,b,NA,NA,b,a,g,a,e,b,g
a,b,a,d,h,d,d,b,NA,a,a,b,f,b,c,c,d
a,b,a,d,i,a,b,a,d,c,a,b,f,a,c,b,c
a,b,a,d,h,d,d,a,d,a,a,b,f,b,c,c,d
a,b,a,d,i,a,b,a,d,c,a,b,g,a,c,b,c
a,b,a,d,i,a,b,b,d,c,a,b,f,a,c,b,c
a,b,a,d,h,d,d,b,NA,a,b,b,f,b,c,c,d
a,b,b,e,g,d,a,a,d,d,a,a,NA,b,e,c,b
a,b,b,d,c,c,c,b,NA,NA,a,a,i,a,d,b,a
a,b,b,e,d,d,c,a,b,b,b,a,f,a,e,d,f
a,b,b,d,c,d,a,b,NA,NA,a,a,t,b,e,d,b
a,b,b,b,c,d,d,b,NA,NA,b,a,NA,a,e,a,d
a,b,b,a,a,d,c,a,c,a,a,a,j,b,c,a,b
a,b,b,a,f,d,c,b,NA,NA,b,b,f,b,c,c,f
a,b,b,d,c,c,c,a,c,d,a,a,NA,b,e,b,f
a,b,b,d,e,c,b,b,NA,NA,a,a,NA,b,e,a,b
a,b,b,a,c,d,NA,a,d,a,a,a,m,b,c,b,f
a,b,b,e,d,c,b,a,c,d,b,a,f,b,c,b,a
a,b,b,a,e,c,b,a,c,NA,b,a,f,b,c,b,a
a,b,b,a,c,d,d,b,NA,NA,a,a,f,a,d,b,c
a,b,b,a,e,d,c,b,NA,NA,b,a,j,a,e,d,b
a,b,b,a,c,b,c,a,b,a,b,a,k,b,e,c,a
a,b,b,a,e,d,NA,b,NA,NA,b,a,f,b,c,a,a
a,b,b,d,d,c,b,a,c,c,a,b,f,b,c,d,d
a,b,b,a,d,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,e,a,d,a,a,a,d,b,a,c,a,e,d,e
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,d,c,c,b,b,NA,NA,b,a,f,a,c,b,f
a,b,b,b,e,d,c,b,NA,NA,a,a,e,b,c,d,b
a,b,b,d,c,c,NA,b,NA,NA,b,a,f,a,c,b,f
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,e,a,d,a,a,a,d,b,a,c,a,e,d,e
a,b,b,a,d,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,b,e,d,c,b,NA,NA,a,a,e,b,c,d,b
a,b,b,e,c,d,NA,b,NA,NA,b,a,f,a,c,d,f
a,b,b,d,c,c,NA,b,NA,NA,b,a,f,a,c,b,f
a,b,b,a,e,d,a,b,NA,NA,a,a,t,b,c,d,e
a,b,b,e,f,d,NA,b,NA,NA,b,a,m,a,d,d,a
a,b,b,a,h,c,c,b,NA,NA,b,a,c,a,e,a,e
a,b,b,d,g,c,c,b,NA,NA,a,b,m,b,e,b,b
a,b,b,d,g,c,c,b,NA,NA,a,a,m,a,e,b,a
a,b,b,a,c,d,NA,a,d,c,b,a,m,a,c,c,e
a,b,b,a,c,d,NA,b,NA,NA,a,a,t,b,e,a,b
a,b,b,d,c,d,d,a,c,a,b,a,b,b,e,d,e
a,b,b,d,c,d,b,a,d,a,a,a,f,b,d,b,a
a,b,b,a,a,d,NA,a,d,a,a,a,j,b,d,b,f
a,b,b,a,e,c,b,a,d,a,a,b,j,a,c,c,d
a,b,b,e,c,d,NA,b,NA,NA,b,a,e,b,d,d,b
a,b,b,a,d,a,b,b,NA,NA,a,a,f,a,c,d,f
a,b,b,d,c,d,d,a,d,d,b,a,j,b,d,d,f
a,b,b,e,d,d,d,b,NA,NA,a,b,f,b,c,b,f
a,b,b,b,h,NA,NA,b,NA,NA,a,b,j,NA,c,d,a
a,b,b,b,a,d,NA,a,c,d,b,b,k,b,c,c,b
a,b,b,e,c,d,c,b,d,d,b,a,k,b,d,d,g
a,b,b,b,e,d,a,b,NA,NA,b,a,NA,b,e,c,f
a,b,b,e,d,d,NA,a,d,a,b,a,f,a,d,d,b
a,b,b,b,e,d,NA,a,d,c,a,a,t,b,d,d,a
a,b,b,a,d,d,NA,a,c,a,a,a,k,a,d,d,f
a,b,b,d,c,d,NA,b,NA,NA,b,a,f,a,e,c,b
a,b,b,e,c,d,a,a,d,a,b,a,f,a,e,d,a
a,b,b,a,c,c,c,a,c,c,a,b,k,b,c,d,d
a,b,b,a,c,d,NA,a,c,d,b,a,f,a,d,d,f
a,b,b,a,e,d,d,NA,b,NA,NA,a,a,NA,c,d,e
a,b,b,e,f,d,NA,b,NA,NA,b,a,n,a,d,d,a
a,b,b,e,d,a,a,b,NA,NA,a,a,f,b,c,c,a
a,b,b,e,f,c,c,b,NA,NA,b,b,k,a,d,b,f
a,b,b,a,a,a,d,a,d,a,a,b,f,a,e,c,a
a,b,b,e,i,b,b,a,c,a,b,a,i,a,d,b,c
a,b,b,a,c,c,a,b,NA,NA,a,a,f,b,d,c,e
a,b,b,e,d,a,a,b,NA,NA,a,a,f,b,c,c,a
a,b,b,a,a,d,a,a,d,a,a,b,NA,a,e,c,a
a,b,b,a,d,a,b,a,a,a,b,a,f,b,c,c,d
a,b,b,a,f,c,a,a,b,c,a,b,f,b,d,a,d
a,b,b,a,d,c,b,b,NA,NA,a,b,f,a,d,d,f
a,b,b,b,f,c,d,b,NA,NA,b,a,k,b,c,b,d
a,b,b,b,f,a,b,a,c,c,b,a,f,b,e,b,c
a,b,b,e,f,d,a,a,d,d,b,b,k,b,c,d,g
a,b,b,e,i,d,d,a,a,d,b,a,f,b,c,b,d
a,b,b,e,d,d,b,b,NA,NA,b,b,f,b,c,d,f
a,b,b,d,c,d,a,b,NA,NA,a,a,NA,b,e,b,f
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,f,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,b,e,d,d,b,b,NA,NA,b,b,j,b,c,d,f
a,b,b,d,c,b,c,a,b,b,a,a,g,b,c,d,e
a,b,NA,e,c,b,b,a,a,a,b,a,e,NA,a,d,e
a,c,a,e,g,d,NA,b,NA,NA,a,a,j,b,e,d,f
a,c,a,d,g,d,d,a,b,a,a,a,d,b,d,b,a
a,c,a,a,e,d,b,a,d,a,b,a,j,a,e,b,f
a,c,a,d,c,d,NA,a,d,d,b,a,NA,b,f,d,f
a,c,a,a,g,d,b,a,d,d,a,a,b,b,e,d,b
a,c,a,d,g,d,b,a,d,d,a,b,f,b,e,c,d
a,c,a,e,e,d,NA,b,NA,NA,a,a,f,b,f,d,f
a,c,a,d,b,c,a,a,c,a,b,a,f,a,b,b,f
a,c,a,d,b,c,b,a,d,b,a,a,k,b,c,d,a
a,c,a,e,c,d,NA,a,d,a,b,a,f,b,e,d,f
a,c,a,d,c,d,d,a,c,a,b,a,f,b,e,b,e
a,c,a,a,c,c,b,a,c,c,a,a,e,a,c,c,d
a,c,a,e,c,b,a,a,NA,NA,a,a,t,NA,d,d,a
a,c,a,d,c,d,d,a,c,d,a,b,f,b,e,b,b
a,c,a,e,e,d,NA,b,NA,NA,b,a,f,b,e,d,g
a,c,a,d,c,d,NA,a,c,a,b,a,f,b,d,a,a
a,c,a,d,c,d,NA,a,d,a,b,a,f,b,d,b,d
